Customer ID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn_Probability
12442.0,182,1,172.06,1,2,1,1,4,Kayıp Müşteriler,0.686407
12444.0,1,5,5005.46,0,5,4,5,14,Şampiyonlar,0.29578367
12445.0,23,1,133.4,0,4,1,1,6,Kayıp Müşteriler,0.7251141
12446.0,59,1,1002.3100000000001,0,3,1,4,8,Risk Altında,0.40613312
12447.0,68,1,476.49,0,3,1,2,6,Kayıp Müşteriler,0.58246386
12448.0,46,1,449.45,0,3,1,2,6,Kayıp Müşteriler,0.5976745
12449.0,24,4,4067.29,0,4,4,5,13,Şampiyonlar,0.22820929
12450.0,175,2,197.88,1,2,2,1,5,Kayıp Müşteriler,0.4867807
12451.0,12,5,9035.52,0,5,4,5,14,Şampiyonlar,0.24539453
12452.0,18,2,430.57,0,5,2,2,9,Risk Altında,0.45487952
12453.0,136,1,707.09,1,2,1,3,6,Kayıp Müşteriler,0.53772855
12454.0,58,1,3528.34,0,3,1,5,9,Risk Altında,0.5230021
12455.0,75,6,2466.86,0,3,4,5,12,Sadık Müşteriler,0.1023595
12456.0,46,3,3181.04,0,3,3,5,11,Sadık Müşteriler,0.2958499
12457.0,83,7,2363.23,0,3,5,5,13,Şampiyonlar,0.09047839
12458.0,73,2,947.4,0,3,2,4,9,Risk Altında,0.36354053
12461.0,126,2,826.88,1,2,2,3,7,Risk Altında,0.55331814
12462.0,20,2,1189.59,0,4,2,4,10,Sadık Müşteriler,0.4177556
12463.0,7,4,1344.78,0,5,4,4,13,Şampiyonlar,0.19156699
12464.0,12,8,1212.05,0,5,5,4,14,Şampiyonlar,0.07679957
12465.0,19,2,742.1899999999999,0,5,2,3,10,Sadık Müşteriler,0.5217257
12468.0,219,2,729.5400000000001,1,1,2,3,6,Kayıp Müşteriler,0.5690167
12471.0,12,30,19824.05,0,5,5,5,15,Şampiyonlar,0.0047087567
12472.0,53,7,6572.11,0,3,5,5,13,Şampiyonlar,0.10432261
12473.0,55,5,3938.5499999999997,0,3,4,5,12,Sadık Müşteriler,0.1994899
12474.0,4,18,7375.79,0,5,5,5,15,Şampiyonlar,0.0049715536
12475.0,55,1,723.38,0,3,1,3,7,Risk Altında,0.53772855
12476.0,17,11,6816.42,0,5,5,5,15,Şampiyonlar,0.015790287
12477.0,24,6,13219.74,0,4,4,5,13,Şampiyonlar,0.13010268
12478.0,182,1,680.99,1,2,1,3,6,Kayıp Müşteriler,0.5063215
12479.0,13,1,527.2,0,5,1,3,9,Risk Altında,0.60360175
12480.0,30,4,3281.63,0,4,4,5,13,Şampiyonlar,0.2079481
12481.0,24,10,5596.32,0,4,5,5,14,Şampiyonlar,0.012197252
12483.0,19,8,2484.98,0,5,5,5,15,Şampiyonlar,0.058405403
12484.0,102,6,4541.72,1,2,4,5,11,Sadık Müşteriler,0.3032288
12488.0,11,3,1298.66,0,5,3,4,12,Sadık Müşteriler,0.2801914
12489.0,163,1,334.93,1,2,1,2,5,Kayıp Müşteriler,0.60375476
12490.0,19,10,5417.93,0,5,5,5,15,Şampiyonlar,0.012197252
12491.0,334,1,460.40000000000003,1,1,1,2,4,Kayıp Müşteriler,0.60343397
12492.0,107,2,263.21000000000004,1,2,2,2,6,Kayıp Müşteriler,0.43755794
12493.0,167,2,433.74,1,2,2,2,6,Kayıp Müşteriler,0.45487952
12494.0,17,7,1246.1000000000001,0,5,5,4,14,Şampiyonlar,0.060041435
12497.0,83,1,1043.1,0,3,1,4,8,Risk Altında,0.4993742
12498.0,23,3,403.70000000000005,0,4,3,2,9,Risk Altında,0.47487313
12500.0,25,11,4257.82,0,4,5,5,14,Şampiyonlar,0.034364462
12501.0,163,1,2169.39,1,2,1,5,8,Risk Altında,0.6975631
12502.0,189,5,3723.87,1,2,4,5,11,Sadık Müşteriler,0.20473655
12504.0,20,2,482.04999999999995,0,4,2,2,8,Risk Altında,0.43933457
12506.0,234,1,73.5,1,1,1,1,3,Kayıp Müşteriler,0.7361326
12507.0,136,3,1304.81,1,2,3,4,9,Risk Altında,0.2801914
12508.0,28,2,398.27,0,4,2,2,8,Risk Altında,0.39331123
12509.0,286,1,176.5,1,1,1,1,3,Kayıp Müşteriler,0.820928
12510.0,144,2,982.5699999999999,1,2,2,4,8,Risk Altında,0.33114818
12512.0,245,2,138.03,1,1,2,1,4,Kayıp Müşteriler,0.63150376
12513.0,114,1,612.29,1,2,1,3,6,Kayıp Müşteriler,0.654573
12514.0,269,1,1017.68,1,1,1,4,6,Kayıp Müşteriler,0.531196
12515.0,355,1,383.7,1,1,1,2,4,Kayıp Müşteriler,0.5712568
12516.0,5,2,1312.06,0,5,2,4,11,Sadık Müşteriler,0.46351627
12517.0,30,5,2502.84,0,4,4,5,13,Şampiyonlar,0.13036369
12518.0,1,5,2056.89,0,5,4,4,13,Şampiyonlar,0.16514164
12519.0,154,1,340.84,1,2,1,2,5,Kayıp Müşteriler,0.60375476
12520.0,38,5,2634.26,0,4,4,5,13,Şampiyonlar,0.122763924
12521.0,144,1,599.68,1,2,1,3,6,Kayıp Müşteriler,0.672783
12522.0,41,2,192.72,0,4,2,1,7,Risk Altında,0.4867807
12523.0,10,11,1789.77,0,5,5,4,14,Şampiyonlar,0.032569036
12524.0,11,8,4485.72,0,5,5,5,15,Şampiyonlar,0.34952772
12526.0,55,3,1316.66,0,3,3,4,10,Sadık Müşteriler,0.2801914
12527.0,83,3,348.71000000000004,0,3,3,2,8,Risk Altında,0.3789479
12528.0,11,6,1933.48,0,5,5,4,14,Şampiyonlar,0.14360426
12530.0,31,4,1662.28,0,4,4,4,12,Sadık Müşteriler,0.2448201
12531.0,16,1,125.22,0,5,1,1,7,Risk Altında,0.7151902
12532.0,91,1,349.83000000000004,1,2,1,2,5,Kayıp Müşteriler,0.5881166
12534.0,337,1,1089.18,1,1,1,4,6,Kayıp Müşteriler,0.4934437
12535.0,93,2,716.35,1,2,2,3,7,Risk Altında,0.5690167
12536.0,31,3,12601.830000000002,0,4,3,5,12,Sadık Müşteriler,0.32324317
12538.0,61,1,363.95,0,3,1,2,6,Kayıp Müşteriler,0.64600474
12539.0,24,4,5568.35,0,4,4,5,13,Şampiyonlar,0.14796974
12540.0,21,17,13400.24,0,4,5,5,14,Şampiyonlar,0.002582154
12541.0,61,3,981.18,0,3,3,4,10,Sadık Müşteriler,0.20670553
12544.0,275,1,372.7,1,1,1,2,4,Kayıp Müşteriler,0.6269991
12545.0,77,2,1000.39,0,3,2,4,9,Risk Altında,0.33114818
12546.0,48,2,1161.5,0,3,2,4,9,Risk Altında,0.4177556
12547.0,199,2,207.79999999999998,1,1,2,1,4,Kayıp Müşteriler,0.56971836
12548.0,168,1,95.19999999999999,1,2,1,1,4,Kayıp Müşteriler,0.53772193
12550.0,81,1,964.83,0,3,1,4,8,Risk Altında,0.4410239
12551.0,359,1,168.0,1,1,1,1,3,Kayıp Müşteriler,0.686407
12552.0,41,2,437.82,0,4,2,2,8,Risk Altında,0.45487952
12553.0,1,10,3692.28,0,5,5,5,15,Şampiyonlar,0.055944365
12556.0,34,2,603.71,0,4,2,3,9,Risk Altında,0.54625565
12557.0,18,5,11990.960000000001,0,5,4,5,14,Şampiyonlar,0.119100034
12558.0,302,1,269.96,1,1,1,2,4,Kayıp Müşteriler,0.56652737
12559.0,312,2,561.71,1,1,2,3,6,Kayıp Müşteriler,0.54625565
12560.0,114,3,2134.01,1,2,3,5,10,Sadık Müşteriler,0.38779408
12561.0,70,1,238.85,0,3,1,1,5,Kayıp Müşteriler,0.5976411
12562.0,24,7,3781.7400000000002,0,4,5,5,14,Şampiyonlar,0.15879606
12564.0,263,1,456.9,1,1,1,2,4,Kayıp Müşteriler,0.60343397
12565.0,290,1,145.92,1,1,1,1,3,Kayıp Müşteriler,0.7251141
12566.0,88,1,351.65,0,3,1,2,6,Kayıp Müşteriler,0.5881166
12567.0,24,10,9401.28,0,4,5,5,14,Şampiyonlar,0.013655043
12569.0,1,32,4124.69,0,5,5,5,15,Şampiyonlar,0.018768867
12571.0,41,2,519.61,0,4,2,3,9,Risk Altında,0.45564002
12572.0,53,2,1020.42,0,3,2,4,9,Risk Altında,0.44413006
12573.0,229,1,160.54000000000002,1,1,1,1,3,Kayıp Müşteriler,0.686407
12574.0,317,1,218.45,1,1,1,1,3,Kayıp Müşteriler,0.6181204
12576.0,131,5,1315.83,1,2,4,4,10,Sadık Müşteriler,0.1603034
12577.0,244,3,657.8,1,1,3,3,7,Risk Altında,0.25456837
12578.0,23,2,2794.51,0,4,2,5,11,Sadık Müşteriler,0.451244
12579.0,80,1,440.42,0,3,1,2,6,Kayıp Müşteriler,0.5976745
12580.0,160,1,415.7,1,2,1,2,5,Kayıp Müşteriler,0.5505779
12581.0,41,1,197.71,0,4,1,1,6,Kayıp Müşteriler,0.6428843
12582.0,240,2,511.36,1,1,2,3,6,Kayıp Müşteriler,0.44258028
12583.0,1,15,7281.38,0,5,5,5,15,Şampiyonlar,0.0049715536
12584.0,19,9,2338.15,0,5,5,5,15,Şampiyonlar,0.08673921
12585.0,236,2,2040.1,1,1,2,4,7,Risk Altında,0.41593662
12586.0,19,1,196.94000000000003,0,5,1,1,7,Risk Altında,0.6428843
12587.0,302,1,144.0,1,1,1,1,3,Kayıp Müşteriler,0.7251141
12588.0,41,1,214.89999999999998,0,4,1,1,6,Kayıp Müşteriler,0.56501853
12589.0,30,2,646.68,0,4,2,3,9,Risk Altında,0.4387088
12590.0,6,2,9864.26,0,5,2,5,12,Sadık Müşteriler,0.59009045
12591.0,319,1,452.84999999999997,1,1,1,2,4,Kayıp Müşteriler,0.60343397
12592.0,67,2,437.6,0,3,2,2,7,Risk Altında,0.45487952
12593.0,110,3,418.09999999999997,1,2,3,2,7,Risk Altında,0.47487313
12594.0,48,10,3338.2200000000003,0,3,5,5,13,Şampiyonlar,0.050737
12596.0,37,2,618.27,0,4,2,3,9,Risk Altında,0.52100813
12597.0,21,4,3811.22,0,4,4,5,13,Şampiyonlar,0.26597953
12598.0,11,8,3023.08,0,5,5,5,15,Şampiyonlar,0.08321368
12599.0,34,7,1032.58,0,4,5,4,13,Şampiyonlar,0.09725955
12600.0,30,10,2599.04,0,4,5,5,14,Şampiyonlar,0.03464048
12601.0,40,5,577.0600000000001,0,4,4,3,11,Sadık Müşteriler,0.25448152
12602.0,1,1,153.12,0,5,1,1,7,Risk Altında,0.686407
12603.0,23,1,739.1999999999999,0,4,1,3,8,Risk Altında,0.44411808
12604.0,81,2,254.18,0,3,2,2,7,Risk Altında,0.42923525
12607.0,62,1,1579.51,0,3,1,4,8,Risk Altında,0.5525581
12609.0,80,3,1126.85,0,3,3,4,10,Sadık Müşteriler,0.2801914
12610.0,24,5,2099.54,0,4,4,5,13,Şampiyonlar,0.16514164
12611.0,54,1,1193.32,0,3,1,4,8,Risk Altında,0.46036807
12612.0,76,1,704.0400000000001,0,3,1,3,7,Risk Altında,0.5063215
12613.0,59,5,3344.38,0,3,4,5,12,Sadık Müşteriler,0.13687927
12614.0,161,1,315.6,1,2,1,2,5,Kayıp Müşteriler,0.60970664
12615.0,73,4,2291.19,0,3,4,5,12,Sadık Müşteriler,0.3259384
12616.0,216,2,713.3,1,1,2,3,6,Kayıp Müşteriler,0.5690167
12617.0,61,1,355.53,0,3,1,2,6,Kayıp Müşteriler,0.6179466
12618.0,23,1,177.31,0,4,1,1,6,Kayıp Müşteriler,0.820928
12619.0,18,9,3641.24,0,5,5,5,15,Şampiyonlar,0.14040586
12620.0,16,3,1339.41,0,5,3,4,12,Sadık Müşteriler,0.2801914
12621.0,6,20,13689.67,0,5,5,5,15,Şampiyonlar,0.002582154
12622.0,234,1,180.1,1,1,1,1,3,Kayıp Müşteriler,0.820928
12623.0,130,1,305.1,1,2,1,2,5,Kayıp Müşteriler,0.5986667
12624.0,108,2,641.13,1,2,2,3,7,Risk Altında,0.45389295
12625.0,6,2,2683.82,0,5,2,5,12,Sadık Müşteriler,0.476768
12626.0,25,9,6620.48,0,4,5,5,14,Şampiyonlar,0.048136346
12627.0,12,7,4478.53,0,5,5,5,15,Şampiyonlar,0.19776085
12628.0,183,3,786.46,1,2,3,3,8,Risk Altında,0.29687616
12630.0,11,2,1270.88,0,5,2,4,11,Sadık Müşteriler,0.44686937
12631.0,59,1,640.5,0,3,1,3,7,Risk Altında,0.4770648
12633.0,1,4,2163.98,0,5,4,5,14,Şampiyonlar,0.28676385
12635.0,32,2,1689.18,0,4,2,4,10,Sadık Müşteriler,0.52990216
12637.0,93,8,6021.9,1,2,5,5,12,Sadık Müşteriler,0.26298514
12638.0,183,1,671.69,1,2,1,3,6,Kayıp Müşteriler,0.5063215
12639.0,240,1,486.1,1,1,1,2,4,Kayıp Müşteriler,0.58246386
12640.0,25,3,1174.58,0,4,3,4,11,Sadık Müşteriler,0.2801914
12641.0,117,1,185.9,1,2,1,1,4,Kayıp Müşteriler,0.6428843
12642.0,27,3,1013.26,0,4,3,4,11,Sadık Müşteriler,0.27701154
12643.0,40,6,3344.64,0,4,5,5,14,Şampiyonlar,0.13877574
12644.0,306,1,477.91,1,1,1,2,4,Kayıp Müşteriler,0.58246386
12645.0,111,4,1775.18,1,2,4,4,10,Sadık Müşteriler,0.2047112
12646.0,51,2,1346.97,0,3,2,4,9,Risk Altında,0.46351627
12647.0,24,12,3722.82,0,4,5,5,14,Şampiyonlar,0.06509688
12648.0,126,1,318.05,1,2,1,2,5,Kayıp Müşteriler,0.5885834
12649.0,36,3,623.51,0,4,3,3,10,Sadık Müşteriler,0.3257734
12650.0,182,1,314.44,1,2,1,2,5,Kayıp Müşteriler,0.60970664
12651.0,101,1,114.0,1,2,1,1,4,Kayıp Müşteriler,0.6656767
12652.0,10,1,919.98,0,5,1,3,9,Risk Altında,0.4741383
12653.0,150,2,2209.85,1,2,2,5,9,Risk Altında,0.50339156
12654.0,12,5,601.98,0,5,4,3,12,Sadık Müşteriler,0.22385782
12656.0,19,5,4051.17,0,5,4,5,14,Şampiyonlar,0.17822213
12657.0,13,4,1643.18,0,5,4,4,13,Şampiyonlar,0.2448201
12658.0,20,1,686.05,0,4,1,3,8,Risk Altında,0.5063215
12659.0,61,1,91.68,0,3,1,1,5,Kayıp Müşteriler,0.78629607
12660.0,13,1,245.1,0,5,1,1,7,Risk Altında,0.56652737
12662.0,24,11,3849.78,0,4,5,5,14,Şampiyonlar,0.08109859
12664.0,1,9,4881.88,0,5,5,5,15,Şampiyonlar,0.09837945
12665.0,326,1,63.0,1,1,1,1,3,Kayıp Müşteriler,0.8342603
12667.0,1,1,620.13,0,5,1,3,9,Risk Altında,0.5047092
12668.0,13,4,3807.15,0,5,4,5,14,Şampiyonlar,0.26597953
12669.0,4,3,2744.0299999999997,0,5,3,5,13,Şampiyonlar,0.2320177
12670.0,12,5,2996.05,0,5,4,5,14,Şampiyonlar,0.14873974
12672.0,331,1,225.89999999999998,1,1,1,1,3,Kayıp Müşteriler,0.60765815
12673.0,243,2,610.52,1,1,2,3,6,Kayıp Müşteriler,0.54625565
12674.0,93,4,1970.6,1,2,4,4,10,Sadık Müşteriler,0.19977863
12676.0,26,6,1331.39,0,4,5,4,13,Şampiyonlar,0.14198057
12678.0,44,12,17628.46,0,4,5,5,14,Şampiyonlar,0.008079888
12679.0,1,4,1113.02,0,5,4,4,13,Şampiyonlar,0.22447252
12680.0,32,4,880.81,0,4,4,3,11,Sadık Müşteriler,0.17696711
12681.0,16,22,13787.54,0,5,5,5,15,Şampiyonlar,0.0030372895
12682.0,3,31,12288.22,0,5,5,5,15,Şampiyonlar,0.0047087567
12683.0,6,15,8476.57,0,5,5,5,15,Şampiyonlar,0.00428086
12684.0,26,7,2283.63,0,4,5,5,14,Şampiyonlar,0.09047839
12685.0,30,6,2863.08,0,4,5,5,14,Şampiyonlar,0.09678263
12686.0,639,1,89.14,1,1,1,1,3,Kayıp Müşteriler,0.78629607
12688.0,115,1,4873.8099999999995,1,2,1,5,8,Risk Altında,0.6861243
12689.0,27,2,1247.61,0,4,2,4,10,Sadık Müşteriler,0.44686937
12690.0,207,1,389.01,1,1,1,2,4,Kayıp Müşteriler,0.5712568
12691.0,1,6,1035.8,0,5,5,4,14,Şampiyonlar,0.2182
12693.0,6,4,855.91,0,5,4,3,12,Sadık Müşteriler,0.20551617
12694.0,72,2,869.67,0,3,2,3,8,Risk Altında,0.39498705
12695.0,109,4,582.1,1,2,4,3,9,Risk Altında,0.31452107
12697.0,30,3,957.59,0,4,3,4,11,Sadık Müşteriler,0.21501656
12700.0,128,4,4939.99,1,2,4,5,11,Sadık Müşteriler,0.32059896
12701.0,37,2,797.71,0,4,2,3,9,Risk Altında,0.46941525
12702.0,21,1,219.0,0,4,1,1,6,Kayıp Müşteriler,0.6181204
12703.0,72,1,283.55,0,3,1,2,6,Kayıp Müşteriler,0.5986667
12704.0,24,8,2340.84,0,4,5,5,14,Şampiyonlar,0.12377185
12705.0,17,9,6868.29,0,5,5,5,15,Şampiyonlar,0.058370534
12707.0,293,1,603.42,1,1,1,3,5,Kayıp Müşteriler,0.672783
12708.0,61,10,2712.91,0,3,5,5,13,Şampiyonlar,0.038798306
12709.0,1,15,9736.52,0,5,5,5,15,Şampiyonlar,0.00428086
12710.0,203,3,1149.02,1,1,3,4,8,Risk Altında,0.2801914
12712.0,10,13,4396.13,0,5,5,5,15,Şampiyonlar,0.04249076
12713.0,90,1,848.55,1,2,1,3,6,Kayıp Müşteriler,0.54970527
12714.0,11,5,4708.86,0,5,4,5,14,Şampiyonlar,0.29578367
12715.0,108,1,353.86,1,2,1,2,5,Kayıp Müşteriler,0.6179466
12716.0,135,2,1053.49,1,2,2,4,8,Risk Altında,0.4731917
12717.0,34,2,1030.98,0,4,2,4,10,Sadık Müşteriler,0.41292992
12718.0,73,1,238.25,0,3,1,1,5,Kayıp Müşteriler,0.5976411
12719.0,215,2,644.95,1,1,2,3,6,Kayıp Müşteriler,0.4387088
12720.0,4,25,5781.73,0,5,5,5,15,Şampiyonlar,0.006781759
12721.0,81,6,2656.13,0,3,5,5,13,Şampiyonlar,0.13350533
12722.0,4,4,997.63,0,5,4,4,13,Şampiyonlar,0.14019974
12723.0,18,5,725.07,0,5,4,3,12,Sadık Müşteriler,0.3188621
12724.0,40,4,1031.41,0,4,4,4,12,Sadık Müşteriler,0.22784528
12725.0,639,1,427.8,1,1,1,2,4,Kayıp Müşteriler,0.60498077
12726.0,30,7,2609.1,0,4,5,5,14,Şampiyonlar,0.04185497
12727.0,12,7,3980.7,0,5,5,5,15,Şampiyonlar,0.16043618
12728.0,40,4,836.33,0,4,4,3,11,Sadık Müşteriler,0.1862878
12729.0,115,1,453.01,1,2,1,2,5,Kayıp Müşteriler,0.60343397
12731.0,25,12,18895.91,0,4,5,5,14,Şampiyonlar,0.008079888
12732.0,181,1,236.26000000000002,1,2,1,1,4,Kayıp Müşteriler,0.5976411
12733.0,236,1,383.95,1,1,1,2,4,Kayıp Müşteriler,0.5712568
12734.0,354,1,110.39999999999999,1,1,1,1,3,Kayıp Müşteriler,0.6971557
12735.0,193,2,779.5699999999999,1,1,2,3,6,Kayıp Müşteriler,0.46941525
12736.0,40,1,234.0,0,4,1,1,6,Kayıp Müşteriler,0.5976411
12738.0,666,1,155.35,1,1,1,1,3,Kayıp Müşteriler,0.686407
12739.0,80,2,1013.04,0,3,2,4,9,Risk Altında,0.44413006
12740.0,154,1,427.6,1,2,1,2,5,Kayıp Müşteriler,0.60498077
12743.0,136,2,546.43,1,2,2,3,7,Risk Altında,0.4990467
12744.0,53,7,21279.29,0,3,5,5,13,Şampiyonlar,0.0609843
12747.0,24,11,4196.01,0,4,5,5,14,Şampiyonlar,0.034364462
12748.0,5,209,33719.73,0,5,5,5,15,Şampiyonlar,0.009788086
12749.0,24,5,4090.88,0,4,4,5,13,Şampiyonlar,0.17822213
12750.0,278,1,275.88,1,1,1,2,4,Kayıp Müşteriler,0.56652737
12752.0,83,1,4366.78,0,3,1,5,9,Risk Altında,0.5783427
12753.0,24,6,21429.39,0,4,5,5,14,Şampiyonlar,0.13010268
12754.0,161,3,3010.74,1,2,3,5,10,Sadık Müşteriler,0.4109547
12755.0,252,2,3811.95,1,1,2,5,8,Risk Altında,0.52084374
12756.0,88,1,112.07999999999998,0,3,1,1,5,Kayıp Müşteriler,0.6971557
12757.0,5,13,7857.1,0,5,5,5,15,Şampiyonlar,0.020843918
12758.0,118,2,2791.59,1,2,2,5,9,Risk Altında,0.451244
12759.0,54,3,1531.44,0,3,3,4,10,Sadık Müşteriler,0.22196388
12762.0,27,2,1898.52,0,4,2,4,10,Sadık Müşteriler,0.3093057
12763.0,140,2,494.08,1,2,2,3,7,Risk Altında,0.44258028
12764.0,318,1,1693.88,1,1,1,4,6,Kayıp Müşteriler,0.6148963
12766.0,59,7,6989.63,0,3,5,5,13,Şampiyonlar,0.21937324
12769.0,240,1,1143.6,1,1,1,4,6,Kayıp Müşteriler,0.49989596
12770.0,212,1,1351.45,1,1,1,4,6,Kayıp Müşteriler,0.5067341
12772.0,31,1,892.47,0,4,1,3,8,Risk Altında,0.4741383
12775.0,19,5,1386.04,0,5,4,4,13,Şampiyonlar,0.1603034
12778.0,21,6,822.23,0,4,5,3,12,Sadık Müşteriler,0.23283124
12779.0,200,8,3981.36,1,1,5,5,11,Sadık Müşteriler,0.24422705
12781.0,154,2,826.74,1,2,2,3,7,Risk Altında,0.55331814
12782.0,151,5,2330.92,1,2,4,5,11,Sadık Müşteriler,0.30229238
